,Team,Country_ID,Year,Season,City,Sport,Event,Medal
261576,Great Britain,GBR,2008,Summer,Beijing,Sailing,Sailing Women's Three Person Keelboat,Gold
261577,United States,USA,1904,Summer,St. Louis,Gymnastics,Gymnastics Men's Club Swinging,Bronze
261582,Canada,CAN,1956,Summer,Melbourne,Rowing,Rowing Men's Coxed Eights,Silver
261590,United States,USA,1960,Summer,Roma,Wrestling,"Wrestling Men's Lightweight, Freestyle",Gold
261591,United States,USA,1996,Summer,Atlanta,Football,Football Women's Football,Gold
261592,Canada,CAN,1998,Winter,Nagano,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
261614,Canada-1,CAN,1988,Winter,Calgary,Figure Skating,Figure Skating Mixed Ice Dancing,Bronze
261637,West Germany,FRG,1972,Summer,Munich,Equestrianism,"Equestrianism Mixed Jumping, Team",Gold
261641,Great Britain,GBR,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Dressage, Team",Silver
261650,Sweden,SWE,1912,Summer,Stockholm,Gymnastics,"Gymnastics Men's Team All-Around, Swedish System",Gold
261652,Germany,GER,2004,Summer,Athina,Football,Football Women's Football,Bronze
261671,United States,USA,1908,Summer,London,Shooting,"Shooting Men's Running Target, Double Shot",Gold
261675,United States,USA,1912,Summer,Stockholm,Art Competitions,Art Competitions Mixed Sculpturing,Gold
261677,United States,USA,1912,Summer,Stockholm,Shooting,"Shooting Men's Running Target, Single Shot, Team",Silver
261680,Sweden,SWE,2006,Winter,Torino,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
261701,Great Britain,GBR,1908,Summer,London,Tennis,Tennis Women's Singles,Bronze
261703,Brazil,BRA,1984,Summer,Los Angeles,Football,Football Men's Football,Silver
261704,Brazil,BRA,1988,Summer,Seoul,Football,Football Men's Football,Silver
261705,Denmark/Sweden,DEN,1900,Summer,Paris,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,Gold
261709,Great Britain,GBR,2004,Summer,Athina,Rowing,Rowing Women's Double Sculls,Bronze
261711,Denmark,DEN,1964,Summer,Tokyo,Sailing,Sailing Mixed One Person Dinghy,Bronze
261721,Australia,AUS,1972,Summer,Munich,Swimming,"Swimming Men's 1,500 metres Freestyle",Silver
261730,United States,USA,1908,Summer,London,Shooting,"Shooting Men's Military Rifle, 200/500/600/800/900/1,000 Yards, Team",Gold
261731,United States,USA,2008,Summer,Beijing,Water Polo,Water Polo Women's Water Polo,Silver
261732,United States,USA,2012,Summer,London,Water Polo,Water Polo Women's Water Polo,Gold
261735,Italy,ITA,2014,Winter,Sochi,Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,Bronze
261757,Australia,AUS,1964,Summer,Tokyo,Swimming,"Swimming Men's 1,500 metres Freestyle",Gold
261758,Australia,AUS,1964,Summer,Tokyo,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze
261762,Australia,AUS,1968,Summer,Mexico City,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze
261763,Australia,AUS,1968,Summer,Mexico City,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver
261768,Netherlands,NED,2000,Summer,Sydney,Hockey,Hockey Men's Hockey,Gold
261770,United States,USA,2008,Summer,Beijing,Athletics,Athletics Women's 4 x 400 metres Relay,Gold
261793,United States,USA,1904,Summer,St. Louis,Wrestling,"Wrestling Men's Welterweight, Freestyle",Bronze
261805,Netherlands,NED,1964,Summer,Tokyo,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
261808,Italy,ITA,1956,Summer,Melbourne,Rowing,Rowing Men's Coxed Fours,Gold
261812,West Germany,FRG,1980,Winter,Lake Placid,Luge,Luge Men's Singles,Bronze
261836,West Germany,FRG,1980,Winter,Lake Placid,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Bronze
261837,Germany,GER,1956,Summer,Stockholm,Equestrianism,"Equestrianism Mixed Jumping, Individual",Gold
261838,Germany,GER,1956,Summer,Stockholm,Equestrianism,"Equestrianism Mixed Jumping, Team",Gold
261840,Germany,GER,1960,Summer,Roma,Equestrianism,"Equestrianism Mixed Jumping, Team",Gold
261842,Germany,GER,1964,Summer,Tokyo,Equestrianism,"Equestrianism Mixed Jumping, Team",Gold
261844,West Germany,FRG,1968,Summer,Mexico City,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
261845,West Germany,FRG,1972,Summer,Munich,Equestrianism,"Equestrianism Mixed Jumping, Team",Gold
261847,West Germany,FRG,1976,Summer,Montreal,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver
261851,Austria-1,AUT,1992,Winter,Albertville,Bobsleigh,Bobsleigh Men's Four,Gold
261857,East Germany,GDR,1976,Winter,Innsbruck,Nordic Combined,Nordic Combined Men's Individual,Bronze
261858,East Germany,GDR,1980,Winter,Lake Placid,Nordic Combined,Nordic Combined Men's Individual,Bronze
261861,East Germany,GDR,1980,Summer,Moskva,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver
261863,West Germany-1,FRG,1968,Winter,Grenoble,Luge,Luge Mixed (Men)'s Doubles,Bronze
261891,South Africa,RSA,1912,Summer,Stockholm,Tennis,Tennis Men's Singles,Gold
261892,South Africa,RSA,1912,Summer,Stockholm,Tennis,Tennis Men's Doubles,Gold
261893,South Africa,RSA,1920,Summer,Antwerpen,Tennis,Tennis Men's Singles,Bronze
261899,Jamaica,JAM,1948,Summer,London,Athletics,Athletics Men's 400 metres,Gold
261900,Jamaica,JAM,1948,Summer,London,Athletics,Athletics Men's 800 metres,Silver
261903,Jamaica,JAM,1952,Summer,Helsinki,Athletics,Athletics Men's 800 metres,Silver
261904,Jamaica,JAM,1952,Summer,Helsinki,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
261911,Germany,GER,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Team All-Around,Gold
261921,Australia,AUS,1948,Summer,London,Athletics,Athletics Men's High Jump,Gold
261931,East Germany,GDR,1980,Summer,Moskva,Rowing,Rowing Men's Quadruple Sculls,Gold
261940,Australia,AUS,1924,Summer,Paris,Athletics,Athletics Men's Triple Jump,Gold
261943,Germany,GER,1996,Summer,Atlanta,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Gold
261946,France,FRA,1932,Summer,Los Angeles,Athletics,Athletics Men's Discus Throw,Bronze
261962,United States,USA,1904,Summer,St. Louis,Weightlifting,Weightlifting Men's All-Around Dumbbell Contest,Silver
261965,United States,USA,1960,Summer,Roma,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
261972,Denmark,DEN,2012,Summer,London,Rowing,Rowing Men's Lightweight Coxless Fours,Bronze
261973,Denmark,DEN,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Lightweight Coxless Fours,Silver
261978,Indonesia,INA,1992,Summer,Barcelona,Badminton,Badminton Men's Singles,Silver
261979,Thailand,THA,2004,Summer,Athina,Weightlifting,Weightlifting Women's Flyweight,Bronze
261982,Finland,FIN,1948,Summer,London,Canoeing,"Canoeing Men's Kayak Singles, 10,000 metres",Silver
261983,Finland,FIN,1952,Summer,Helsinki,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Gold
261984,Finland,FIN,1952,Summer,Helsinki,Canoeing,"Canoeing Men's Kayak Doubles, 10,000 metres",Gold
262003,West Germany,FRG,1968,Summer,Mexico City,Shooting,Shooting Mixed Skeet,Bronze
262004,West Germany,FRG,1972,Summer,Munich,Shooting,Shooting Mixed Skeet,Gold
262005,Austria,AUT,1980,Winter,Lake Placid,Alpine Skiing,Alpine Skiing Men's Downhill,Silver
262037,Switzerland,SUI,1936,Summer,Berlin,Handball,Handball Men's Handball,Bronze
262049,Canada,CAN,1932,Winter,Lake Placid,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
262050,United States,USA,2014,Winter,Sochi,Freestyle Skiing,Freestyle Skiing Men's Halfpipe,Gold
262054,Great Britain,GBR,1924,Summer,Paris,Polo,Polo Men's Polo,Bronze
262055,Canada,CAN,1936,Summer,Berlin,Basketball,Basketball Men's Basketball,Silver
262059,Sweden,SWE,1992,Summer,Barcelona,Handball,Handball Men's Handball,Silver
262060,Sweden,SWE,1996,Summer,Atlanta,Handball,Handball Men's Handball,Silver
262061,Sweden,SWE,2000,Summer,Sydney,Handball,Handball Men's Handball,Silver
262074,Switzerland,SUI,1984,Summer,Los Angeles,Cycling,Cycling Men's 100 kilometres Team Time Trial,Silver
262108,United States,USA,2008,Summer,Beijing,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
262121,Poland,POL,2000,Summer,Sydney,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Bronze
262126,East Germany,GDR,1976,Summer,Montreal,Athletics,Athletics Women's High Jump,Gold
262129,East Germany,GDR,1984,Winter,Sarajevo,Figure Skating,Figure Skating Women's Singles,Gold
262130,East Germany,GDR,1988,Winter,Calgary,Figure Skating,Figure Skating Women's Singles,Gold
262133,Germany,GER,2008,Summer,Beijing,Hockey,Hockey Men's Hockey,Gold
262135,United States,USA,1948,Summer,London,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",Gold
262136,United States,USA,1952,Summer,Helsinki,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",Silver
262143,Netherlands,NED,2008,Summer,Beijing,Sailing,Sailing Women's Three Person Keelboat,Silver
262148,Germany,GER,2004,Summer,Athina,Hockey,Hockey Men's Hockey,Bronze
262149,Germany,GER,2008,Summer,Beijing,Hockey,Hockey Men's Hockey,Gold
262150,Germany,GER,2012,Summer,London,Hockey,Hockey Men's Hockey,Gold
262182,United States,USA,1998,Winter,Nagano,Speed Skating,"Speed Skating Women's 1,000 metres",Silver
262183,United States,USA,1998,Winter,Nagano,Speed Skating,"Speed Skating Women's 1,500 metres",Bronze
262186,United States,USA,2002,Winter,Salt Lake City,Speed Skating,"Speed Skating Women's 1,000 metres",Gold
262190,Netherlands,NED,1948,Summer,London,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
262203,Hungary,HUN,1980,Summer,Moskva,Swimming,Swimming Men's 200 metres Backstroke,Gold
262212,Poland,POL,2012,Summer,London,Athletics,Athletics Women's Hammer Throw,Silver
262213,Poland,POL,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Hammer Throw,Gold
262223,Poland,POL,2008,Summer,Beijing,Cycling,"Cycling Women's Mountainbike, Cross-Country",Silver
262224,Poland,POL,2016,Summer,Rio de Janeiro,Cycling,"Cycling Women's Mountainbike, Cross-Country",Silver
262231,East Germany,GDR,1988,Summer,Seoul,Athletics,Athletics Women's 800 metres,Gold
262235,Hurlingham-2,GBR,1908,Summer,London,Polo,Polo Men's Polo,Silver
262236,Great Britain,GBR,1920,Summer,Antwerpen,Polo,Polo Men's Polo,Gold
262243,Germany,GER,1936,Summer,Berlin,Athletics,Athletics Men's Shot Put,Gold
262251,United States,USA,1968,Summer,Mexico City,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver
262253,United States,USA,1972,Summer,Munich,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver
262255,United States,USA,1952,Summer,Helsinki,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Bronze
262274,United States,USA,1976,Summer,Montreal,Athletics,Athletics Men's 800 metres,Bronze
262276,East Germany,GDR,1988,Summer,Seoul,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",Bronze
262278,East Germany,GDR,1988,Summer,Seoul,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Bronze
262279,Germany,GER,1992,Summer,Barcelona,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Gold
262283,Austria,AUT,1936,Summer,Berlin,Handball,Handball Men's Handball,Silver
262291,East Germany,GDR,1980,Summer,Moskva,Swimming,Swimming Men's 100 metres Freestyle,Gold
262293,East Germany,GDR,1980,Summer,Moskva,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver
262303,Poland,POL,2010,Winter,Vancouver,Speed Skating,Speed Skating Women's Team Pursuit (6 laps),Bronze
262306,Poland,POL,2014,Winter,Sochi,Speed Skating,Speed Skating Women's Team Pursuit (6 laps),Silver
262321,Poland,POL,1976,Summer,Montreal,Handball,Handball Men's Handball,Bronze
262329,Poland,POL,1988,Summer,Seoul,Swimming,Swimming Men's 400 metres Freestyle,Bronze
262366,Poland,POL,1976,Summer,Montreal,Volleyball,Volleyball Men's Volleyball,Gold
262378,Norway,NOR,1988,Winter,Calgary,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Silver
262380,Norway,NOR,1994,Winter,Lillehammer,Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,Silver
262385,Norway,NOR,1998,Winter,Nagano,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Silver
262396,Ethiopia,ETH,1968,Summer,Mexico City,Athletics,"Athletics Men's 10,000 metres",Silver
262397,Ethiopia,ETH,1968,Summer,Mexico City,Athletics,Athletics Men's Marathon,Gold
262398,Ethiopia,ETH,1972,Summer,Munich,Athletics,Athletics Men's Marathon,Bronze
262399,Ethiopia,ETH,2000,Summer,Sydney,Athletics,"Athletics Men's 5,000 metres",Gold
262426,East Germany,GDR,1988,Summer,Seoul,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver
262443,Germany,GER,2010,Winter,Vancouver,Speed Skating,Speed Skating Women's 500 metres,Silver
262460,"New York Turnverein, New York",USA,1904,Summer,St. Louis,Gymnastics,Gymnastics Men's Team All-Around,Silver
262465,United States,USA,1936,Summer,Berlin,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver
262475,Brazil,BRA,1920,Summer,Antwerpen,Shooting,"Shooting Men's Free Pistol, 50 metres, Team",Bronze
262478,Austria,AUT,1988,Winter,Calgary,Alpine Skiing,Alpine Skiing Women's Super G,Gold
